Text,Sentiment
"@lou_lantos Jeff can't Forcast tonight.  He says Saturday he's good at 8:30 your time. If,you knowï¿½ you don't have A LIFE on Saturdays.",0
@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3,0
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,0
uhh I wish someone would include me in their follow friday - would be great to get more followers,0
@littlelaughalot nice! it's days like today I wish we had a garden,0
Attending a comedy show and laughing out loud.,0
@My2Cynts kittens are cute then they grow up n become CATS,0
@TheSims3 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!,0
@thomasfiss i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,0
@GavinHolt i wish i was outside,0
All of you can have fun tweeting all day while im cleaning hair  LOL,0
so happy its friday...not so happy about this rain,0
@mileycyrus http://twitpic.com/336u5 - i love her too !!! she shouldve won,0
@alpew Good luck.. I have still to get wireless working post IT6,0
@Dojie oooh lush. i cant sunbathe i burn way to easily even with sun cream  @sofisticat im great thanks lovely sunny day no?,0
I need a present for my mom.  Could anybody help me ?!,0
@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,0
"@misstiffytaylor try having your best writing five years behind you  heh, it happens",0
@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it,0
"I spent the weekend exploring a new hiking trail, and it was a breathtaking adventure. The trail led me through lush forests, across sparkling streams, and up to stunning viewpoints. It was a physical and mental challenge that rewarded me with awe-inspiring vistas and a sense of accomplishment. Exploring the great outdoors fills me with a sense of wonder and reminds me of the beauty of our planet.",0
@PotterEntourage I hope your mom is ok?,0
Trying out a new workout routine and challenging my physical limits.,0
"Last night, I attended a live music concert, and it was an unforgettable experience. The energy in the venue was electrifying, and the performances were mesmerizing. The music brought people together, and the atmosphere was filled with joy and celebration. It was a reminder of the power of music to uplift the spirit and create lasting memories.",0
Enjoying a peaceful morning walk in the park.,0
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,0
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,0
"@breagrant Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol",0
got 34/40 for exam 1... percentage doesnt look good.,0
Going for a bike ride and feeling the wind in my hair.,0
The test today was killer. I didn't even manage to finish on time.,0
"I recently started a gratitude practice, where I write down three things I'm grateful for each day. It has shifted my focus towards positivity and appreciation. From the warmth of a cup of coffee to the kindness of a stranger, I've come to realize the abundance of blessings in my life. Practicing gratitude has brought a sense of peace and contentment into my daily routine.",0
Nothings better than having to take a cold shower in the morning,0
"I recently attended a TEDx event, where I listened to inspiring talks by passionate individuals. The stories they shared and the ideas they presented left me feeling motivated and empowered. It's incredible to see how a single idea can have a profound impact on the world. The event reminded me of the power of knowledge and the importance of sharing our voices.",0
Really wish I could have gone to @bikeradar this weekend,0
"I recently took up photography as a hobby, and it has opened my eyes to the beauty that surrounds us. Capturing moments and telling stories through images has become a passion of mine. Whether it's photographing landscapes, people, or everyday objects, I find joy in the process of creating visual art. Photography allows me to see the world through a different lens and appreciate the small details.",0
@NHL10 I was hoping for a better trailer,0
@lick_it_good den fell asleep on me!!!,0
@GothLitChic It's too nice to be inside,0
Omega is tomorrow. Haven't really planned anything for it. Make sure to come if you can. It'll be awesome. Then move-in June 1st.,0
@arlastouch nothing yet  still looking....but lets for sure do lunch next week!!,0
Attending a yoga class and finding inner peace.,0
@LaurenConrad    the hills is gunna be so different!! gl with your designing etc.,0
Trying out a new hairstyle and feeling like a brand new person.,0
Going to work.  Could use some happy pills,0
"@AroundHarlem that reminds me, i need to pick up a mask 2mrw. Thanks  I prefer not to take meds because i will b addicted",0
Having a DIY home decoration project and transforming my space.,0
@galaxydazzle okay thank you! i can't find it,0
@musical_musings Good morning!  It is raining here,0
"I recently joined a community theater group, and it has been an incredible experience. We've been rehearsing for a play, and the camaraderie among the cast members is remarkable. The process of bringing a story to life on stage is exhilarating. It has pushed me out of my comfort zone and allowed me to embrace my creativity and perform in front of an audience.",0
school..  i wish it would just end already!,0
"@Jackobeanz I'm blue.  In other news, you will love tonight's DC!",0
it's 8a and i'm already dressed  but we're on set today so let the real fun begin!!! lights! camera! action!,0
@Zobi09 I'm concerned for that family,0
"Wishes I was going to the pxy summer jam, but can never seem to win",0
"I recently completed a home DIY project, and I'm thrilled with the results. I transformed an old piece of furniture into a beautiful and functional piece for my home. It required creativity and some elbow grease, but the sense of accomplishment I felt when I finished was incredible. It's a reminder of my ability to create and bring beauty into my surroundings.",0
"I recently started a book club with a group of friends, and it has been a wonderful way to connect and share our love for literature. We gather monthly to discuss a selected book, and the conversations are rich and insightful. It's a space where we can exchange ideas, learn from one another, and deepen our appreciation for storytelling.",0
@dopegirlfresh YAY!!  I was supposed to be there next weekend. But its off now.   But I'ma make it out there...I &lt;3 Philly.,0
Spending time in the garden and nurturing plants.,0
Demoing with Gary burr!!! So excited to get some &quot;girls&quot; music on tape!! Missing Tayla,0
"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago",0
"Last night, I attended a live theater performance, and it was an extraordinary experience. The actors brought the characters to life, and the story unfolded before my eyes. The music, set design, and performances were captivating. Being immersed in the world of theater evoked a range of emotions and transported me to a different reality. It was a reminder of the power of storytelling and the magic of the stage.",0
@patrickmanning Yes PM PM you are right,0
I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it's bad?,0
@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL,0
Enjoying a day at the botanical garden and marveling at the flora.,0
@jonpaulkaiser love the stuff he sell... you should help this guy with his logo and shop  it's kinda Wordart,0
Bumping Air Supply's Greastest Hits,0
Enjoying the beautiful weather outside. Perfect day for a walk.,0
Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,0
@Nasnous Thanks bro but I'm awake already  How are you?,0
"Last night, I attended a comedy show that had me laughing from start to finish. The comedian was incredibly talented and had the entire audience in stitches. Laughter truly is the best medicine, and I left the show with a lighter heart and a smile on my face. It's incredible how humor can bring people together and create moments of pure joy.",0
@david_tennant yes! Watching season 2 all evening.  Wish I could get BBC2,0
@paulshadwell Thanks for trying! Done just that and no good  If I can't fathom it I'll take it to Apple Store. Sigh...,0
@niteskolar Now you only have 2 hours to sleep...  - Rest if you need it.,0
"I spent the weekend volunteering at a local soup kitchen. Serving meals to those in need and seeing the gratitude on their faces was a humbling experience. It reminded me of the importance of compassion and giving back to the community. Volunteering has become a regular part of my life, and it brings me immense fulfillment and purpose.",0
@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.,0
@DantiChos baby help me with math,0
"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",0
Attending a live concert and immersing in the music.,0
@adrenalynntoao Hope you feel better! If your alone we can talk until your ready to go to bed...I'm alone too,0
is hoping that she left her bb at home and didn't lose it on the Metro,0
@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights...,0
"I recently joined a dance class, and it has become a source of joy and self-expression. The music and movement bring me a sense of freedom and release. Dancing allows me to connect with my body, express my emotions, and let go of any stress or worries. It's a form of therapy that uplifts my spirit and fills me with positive energy.",0
"I had the opportunity to mentor a young student who was struggling academically. Through regular tutoring sessions and mentorship, I witnessed their transformation and growth. Seeing them gain confidence and excel in their studies was incredibly rewarding. It reminded me of the power of education and the impact we can have on someone's life.",0
"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",0
Vacation over!!!  Looking forward to the next one........,0
yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???,0
@release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,0
"I'm looking forward to going home tomorrow, but I really wish it was for a different reason.",0
"I've been journaling daily, and it has become a valuable self-reflection practice. Writing down my thoughts, dreams, and goals helps me gain clarity and perspective. It's a therapeutic outlet that allows me to process my emotions and celebrate my achievements. Journaling has become a treasured ritual that nurtures my personal growth and well-being.",0
Trying out a new recipe. Cooking is so therapeutic.,0
Its funny how I want something even more... now that someone else has it and i cant anymore    hahaha NEXT!,0
Having a DIY project and creating something unique.,0
@BrianLimond but lorraine kelly is a sexy mama!,0
"@Rockergirl75 And now she also rides giant squids...who knew! Ama hafta go now  i'll try and get on later, love to you xxx",0
Enjoying a day at the spa and indulging in relaxation.,0
@pyroezra i really wish i could.,0
watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3,0
@Emiily_Kate i know its heaps awesome. if your not working all weekend,0
Ohhh  only a bit of time left to have an account on the forums.. I do hope I get to be a leader some day :/,0
"I recently started a new hobby, and it has brought so much happiness into my life. I discovered a love for painting, and now I spend hours in my art studio, creating beautiful works of art. It's a wonderful way to express myself and escape from the stresses of everyday life. I feel a sense of peace and fulfillment every time I pick up a paintbrush.",0
"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",0
Watching a heartwarming movie that brings tears of joy.,0
Enjoying a live theater performance and being captivated by the actors.,0
spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...,0
Going on a shopping spree and treating myself.,0
yay cheerleading when im sick. its gonna be a fun  night peoples,0
@amerz Love it! I wish my other half could even name web design ladies,0
"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight",0
Having a painting session and unleashing my artistic side.,0
@J2thaESSICA also just spoke to my &lt;3...              ï¿½tearï¿½,0
Enjoying a cup of coffee and reading a good book.,0
"Now that I have a salary, I can actually spend money. Hooray! Time to go shopping and have dinner at Ahora to say goodbye to @yusufyusuf.",0
Enjoying a delicious ice cream cone on a hot day.,0
@GeezusHaberdash Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL,0
"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes",0
"@Emsy Yeah, mine said &quot;That's a nice picture&quot; &amp; gave me the red x!  Hope you get it working soon!",0
i wish i can go to two different schools at the same time.,0
@kimberly__joy i feel like red lea now,0
"I really fancy Baked Eggs, but I have no Spinach",0
I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,0
i suppose i best get ready for work  grrr,0
"@iskrin I haven't got ANY cupcakes yet  I was hoping if I said it enough, some would appear!",0
@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,0
On my way to work wish I had more days off,0
Hulu Desktop looks nice but not for my region,0
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,0
Trying out a new board game and having a fun-filled game night.,0
Trying out a new hobby and challenging myself.,0
Trying out a new outdoor sport and enjoying the adrenaline rush.,0
aww @iCONtips you are too kind!! Hi sweetie! Are you guys out partying without me   I'm the only person who came to work 2nite lol,0
Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,0
Going for a run and feeling energized.,0
@Scrambledmegs haha i love surprises! i don't work til sunday tho so i have to wait.,0
@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.,0
@beamatti Ayy.  Okayyy. It was nice seeing you kanina ! :&gt; I like your hair. :&gt;,0
Enjoying a day at the zoo and observing fascinating animals.,0
Having a day of exploring art galleries and appreciating creativity.,0
Sleep....take two....this better work!,0
@UltraSub Too much details !!!    (But glad he is better),0
"@lurkey hahaha chivalry's not dead, just rare",0
Good Morning Twitts! Another GloOmy day in NYC!,0
@calvin141170 If it's any consolation I've had to abandon the back garden thanks to my super-reflective laptop screen,0
I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,0
@mimiwinfrey i wish i could find my camera cause i really wanna record some too...,0
Going to a photography exhibition and admiring the artistry.,0
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,0
@kyza holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,0
@Lucalexa thanks  scared of dentists.. looks like I am going to have to get over it and go,0
didnt do my devos...  hopefully my day doesnt suck because of it.,0
